3,TRUE,TRUE,TRUE
1001;0100;0111;1010,0,614,0,
1111;1110;1011;1010,0,529,0,
0111;1111;1000;0000,0,519,0,
0001;1111;0011;1101,0,530,0,
0100;1101;1110;0111,0,671,0,
0010;0110;0001;0101,0,603,0,
0100;1110;1001;0011,0,635,0,
1110;0111;1010;0011,0,580,0,
0001;1010;0101;1110,0,529,0,
1001;0001;1101;0101,0,590,0,
0111;0110;1110;1111,0,527,0,
0111;0001;1100;1010,0,617,0,

7,FALSE,TRUE,FALSE
1111;0110;0000;1001,597,559,0,
0000;0101;1100;1001,650,671,168,
1010;1111;1001;1100,555,575,125,
1001;1010;0011;0000,629,628,155,
1010;0101;0011;1100,574,539,173,
1010;0000;1100;0110,596,599,147,
0110;1100;0101;1111,597,597,141,
0011;1100;1001;0110,554,572,202,
1001;0110;1010;0101,550,567,199,
1100;1111;0000;0011,580,538,0,
0000;0101;0110;0011,637,614,160,
0101;1111;0011;1001,599,567,139,
1111;0101;0000;1010,545,559,0,
0011;1010;0110;1111,567,579,139,
1101;0111;1000;0010,0,587,0,
1001;0001;0011;1011,0,617,0,
1111;0000;1101;0010,0,540,0,
1100;0011;0010;1101,0,555,0,
0000;1100;0100;1000,0,596,0,
0110;1101;1001;0010,0,562,0,
1111;1100;0111;0100,0,586,0,
1011;1101;1100;1010,0,666,0,
1010;1100;0100;0010,0,555,0,
1110;0101;0010;1001,0,634,0,
1101;1111;1011;1001,0,556,0,
0011;1100;1110;0001,0,539,0,
0110;1000;1100;0010,0,620,0,
1111;0010;0110;1011,0,586,0,
1110;1000;1001;1111,0,553,0,
1000;1110;1011;1101,0,643,0,
0010;0111;0110;0011,0,584,0,
0000;0100;1001;1101,0,670,0,
0100;1011;1110;0001,0,540,0,
0010;1100;0101;1011,0,617,0,
1100;1011;0111;0000,0,614,0,
0010;1000;1001;0011,0,616,0,
1101;1001;1110;1010,0,610,0,
0110;1010;1011;0111,0,620,0,
1011;1100;0110;0001,0,577,0,
1001;0100;0010;1111,0,566,0,
0100;1110;0000;1010,0,649,0,
0001;1111;1001;0111,0,581,0,
0010;1001;1100;0111,0,604,0,
0001;1011;1101;0111,0,611,0,
0001;0100;0010;0111,0,608,0,
1000;0010;0100;1110,0,583,0,
0101;1110;1000;0011,0,567,0,
1001;0101;0111;1011,0,639,0,
0011;0111;0001;0101,0,583,0,
1001;0001;0100;1100,0,672,0,
0101;1100;1110;0111,0,601,0,
0010;0000;1110;1100,0,631,0,
1101;1111;1010;1000,0,554,0,
0100;1100;1011;0011,0,564,0,
0100;0110;0010;0000,0,626,0,
0110;0000;1101;1011,0,616,0,
0000;1110;1001;0111,0,643,0,
0001;1101;1100;0000,0,648,0,
1100;0010;1111;0001,0,542,0,
0100;0011;0110;0001,0,622,0,
0010;0111;1011;1110,0,596,0,
0101;0000;0001;0100,0,626,0,
1110;0011;1011;0110,0,590,0,
1100;1000;1101;1001,0,627,0,
0110;1100;0111;1101,0,614,0,
1111;1110;0001;0000,0,595,0,
0010;1110;1101;0001,0,550,0,
0111;0110;0100;0101,0,589,0,
0011;0000;0100;0111,0,649,0,
0101;1110;1111;0100,0,565,0,
1000;0101;0000;1101,0,655,0,
1001;1011;1010;1000,0,602,0,
1101;1010;0010;0101,0,573,0,
0011;1010;1000;0001,0,625,0,
0100;0001;1000;1101,0,588,0,
0101;1000;1111;0010,0,577,0,
1101;1110;0011;0000,0,670,0,
0100;1011;0000;1111,0,551,0,
1001;0001;1110;0110,0,542,0,
1000;0000;1011;0011,0,640,0,
0010;0100;0011;0101,0,525,0,
1101;0110;1010;0001,0,552,0,
0011;0101;1011;1101,0,577,0,
1111;0011;1110;0010,0,601,0,
0111;1000;1001;0110,0,557,0,
1000;0000;1110;0110,0,661,0,
0110;0111;0000;0001,0,674,0,
1100;1101;1111;1110,0,543,0,
0101;1001;0100;1000,0,617,0,
0100;1100;0110;1110,0,589,0,
1111;1011;1100;1000,0,582,0,
1110;0101;0000;1011,0,612,0,
0001;1001;0000;1000,0,638,0,
0101;0110;1000;1011,0,581,0,
0000;0101;0010;0111,0,665,0,
1000;1111;0011;0100,0,574,0,
1100;0101;0001;1000,0,575,0,
0001;0010;1010;1001,0,596,0,
1000;0111;0001;1110,0,562,0,
1010;0101;0100;1011,0,504,0,
1101;0110;0101;1110,0,615,0,
1010;0111;1111;0010,0,606,0,
1101;0110;0011;1000,0,607,0,
1111;0110;0100;1101,0,535,0,
1111;1011;0001;0101,0,538,0,
0100;1011;1000;0111,0,572,0,
0110;0010;1110;1010,0,580,0,
0110;1001;0100;1011,0,592,0,
1001;1100;1011;1110,0,627,0,
1010;0100;0001;1111,0,563,0,
0100;0101;1101;1100,0,590,0,
0111;1011;0011;1111,0,551,0,
1101;0010;0100;1011,0,533,0,
0100;0110;1000;1010,0,618,0,
0011;0010;1010;1011,0,605,0,
0010;0011;0001;0000,0,641,0,
1001;0111;0011;1101,0,551,0,
0110;0001;1111;1000,0,535,0,
0000;1000;0010;1010,0,600,0,
1000;0001;0010;1011,0,561,0,
1010;1101;0000;0111,0,606,0,
0001;1011;1010;0000,0,647,0,
0101;0111;1111;1101,0,569,0,
1000;0111;0011;1100,0,576,0,
0010;0000;1001;1011,0,664,0,
1000;1110;1010;1100,0,595,0,
1000;0101;1010;0111,0,562,0,
1010;1101;0100;0011,0,610,0,
0100;1001;1010;0111,0,591,0,
1011;1111;1010;1110,0,554,0,
1000;1111;0000;0111,0,544,0,
1110;0111;1101;0100,0,558,0,
0011;1111;0001;1101,0,611,0,
0110;0101;0010;0001,0,623,0,
1110;0100;1001;0011,0,583,0,
0101;0001;1110;1010,0,519,0,
1010;0011;0111;1110,0,594,0,
0101;0001;1101;1001,0,655,0,
1110;0110;0111;1111,0,566,0,
0001;0111;1100;1010,0,566,0,

8,FALSE,TRUE,FALSE
1100;1001;0000;0101,620,630,169,
0000;1111;0110;1001,562,588,0,
1100;1001;1111;1010,560,566,138,
1001;1010;0011;0000,612,634,161,
0101;1010;1100;0011,548,568,174,
0110;1111;0101;1100,551,564,128,
0000;1100;1010;0110,623,611,143,
1100;0110;1001;0011,563,562,175,
0110;1010;1001;0101,591,572,200,
0101;0000;0110;0011,617,597,144,
0000;0011;1111;1100,590,595,0,
0011;0101;1111;1001,538,576,136,
0000;1111;1010;0101,553,599,0,
0011;0110;1010;1111,585,528,140,
1000;1101;0010;0111,0,575,0,
0001;0011;1011;1001,0,588,0,
0000;1111;0010;1101,0,586,0,
1101;0010;0011;1100,0,578,0,
1101;0110;0010;1001,0,588,0,
0100;1100;1000;0000,0,602,0,
0100;1100;0111;1111,0,559,0,
1011;1100;1101;1010,0,581,0,
1100;0100;1010;0010,0,617,0,
1001;0010;0101;1110,0,579,0,
1101;1011;1001;1111,0,585,0,
0011;1110;0001;1100,0,580,0,
0010;1000;0110;1100,0,567,0,
1111;0010;1011;0110,0,615,0,
1000;1111;1001;1110,0,570,0,
1011;1110;1101;1000,0,625,0,
0010;0111;0110;0011,0,615,0,
1001;1101;0000;0100,0,603,0,
1011;0001;0100;1110,0,596,0,
1100;0010;1011;0101,0,597,0,
0111;1011;1100;0000,0,605,0,
0010;1001;1000;0011,0,608,0,
0111;0110;1010;1011,0,626,0,
1110;1001;1101;1010,0,607,0,
1011;0001;1100;0110,0,637,0,
1111;1001;0100;0010,0,573,0,
1010;0000;0100;1110,0,590,0,
1111;0111;0001;1001,0,596,0,
0010;0111;1100;1001,0,576,0,
0111;1011;1101;0001,0,558,0,
0100;0111;0001;0010,0,605,0,
1000;0100;0010;1110,0,582,0,
0101;1110;0011;1000,0,589,0,
0111;0001;0101;0011,0,603,0,
1011;0101;0111;1001,0,577,0,
0001;0100;1001;1100,0,581,0,
0000;1100;0010;1110,0,621,0,
0111;1100;0101;1110,0,610,0,
1000;1010;1101;1111,0,534,0,
1100;0100;1011;0011,0,610,0,
0110;1101;0000;1011,0,600,0,
0010;0110;0100;0000,0,605,0,
1110;0000;0111;1001,0,610,0,
0001;1100;0000;1101,0,614,0,
0001;0010;1111;1100,0,585,0,
0100;0011;0110;0001,0,642,0,
0111;0010;1110;1011,0,579,0,
0000;0101;0001;0100,0,583,0,
0011;0110;1011;1110,0,593,0,
1001;1100;1000;1101,0,574,0,
0111;1101;0110;1100,0,607,0,
0001;0000;1110;1111,0,616,0,
1110;0010;1101;0001,0,574,0,
0111;0101;0110;0100,0,630,0,
0011;0100;0000;0111,0,592,0,
1110;0100;0101;1111,0,567,0,
1011;1001;1000;1010,0,632,0,
0101;1000;0000;1101,0,646,0,
1101;0010;1010;0101,0,561,0,
1000;0001;1101;0100,0,550,0,
1000;0001;0011;1010,0,577,0,
0010;1111;0101;1000,0,587,0,
1111;0000;0100;1011,0,596,0,
0011;0000;1110;1101,0,649,0,
0110;1001;1110;0001,0,596,0,
1000;0011;0000;1011,0,623,0,
0011;0010;0101;0100,0,628,0,
1101;1010;0001;0110,0,580,0,
0101;1101;1011;0011,0,589,0,
1110;0010;0011;1111,0,576,0,
0110;1000;0000;1110,0,582,0,
1110;1101;1111;1100,0,590,0,
1001;0111;1000;0110,0,607,0,
0000;0111;0110;0001,0,596,0,
0101;0100;1001;1000,0,606,0,
0110;1100;0100;1110,0,588,0,
1100;1011;1111;1000,0,615,0,
0000;1110;1011;0101,0,559,0,
0001;1001;0000;1000,0,581,0,
0101;0110;1011;1000,0,585,0,
0100;0011;1000;1111,0,566,0,
0000;0111;0010;0101,0,651,0,
0101;1000;1100;0001,0,574,0,
1001;0010;1010;0001,0,602,0,
0001;1000;0111;1110,0,566,0,
0010;1010;0111;1111,0,610,0,
0101;0100;1011;1010,0,538,0,
0101;0110;1101;1110,0,616,0,
1101;1000;0110;0011,0,603,0,
1111;1101;0100;0110,0,580,0,
0001;1011;0101;1111,0,586,0,
0111;1000;0100;1011,0,557,0,
0010;1110;1010;0110,0,590,0,
0110;0100;1011;1001,0,565,0,
1001;1100;1011;1110,0,590,0,
0001;0100;1010;1111,0,566,0,
0111;0011;1011;1111,0,575,0,
1100;1101;0100;0101,0,591,0,
0100;0010;1011;1101,0,549,0,
0110;1000;0100;1010,0,610,0,
0010;0011;1010;1011,0,610,0,
0001;0010;0011;0000,0,593,0,
0110;1111;1000;0001,0,565,0,
1101;1001;0111;0011,0,558,0,
1000;0010;0000;1010,0,599,0,
1000;0010;0001;1011,0,588,0,
0000;0111;1101;1010,0,621,0,
0001;1011;1010;0000,0,607,0,
0111;1111;1101;0101,0,578,0,
1100;0011;0111;1000,0,551,0,
1001;1011;0010;0000,0,637,0,
1100;1010;1000;1110,0,542,0,
0111;0101;1010;1000,0,545,0,
1010;1101;0100;0011,0,552,0,
0100;1010;1001;0111,0,585,0,
0000;0111;1000;1111,0,559,0,
1011;1010;1111;1110,0,580,0,
0101;0110;0010;0001,0,607,0,
0111;1110;1101;0100,0,567,0,
0001;0011;1101;1111,0,548,0,
0011;1001;1110;0100,0,601,0,
1110;0111;1010;0011,0,603,0,
1110;0101;1010;0001,0,605,0,
0001;1001;0101;1101,0,572,0,
1110;0110;0111;1111,0,566,0,
0001;0111;1010;1100,0,570,0,

9,FALSE,TRUE,FALSE
1100;0000;0101;1001,615,572,143,
0000;1111;1001;0110,577,575,0,
0011;1001;0000;1010,537,557,139,
1100;1010;1001;1111,563,529,136,
1010;0011;0101;1100,573,570,183,
1010;1100;0110;0000,593,602,150,
1111;1100;0101;0110,581,573,161,
0011;1001;1100;0110,579,608,207,
1010;1001;0110;0101,595,569,182,
0000;1100;0011;1111,607,526,0,
0011;0101;0110;0000,628,642,161,
1111;0011;1001;0101,545,553,135,
0000;1111;1010;0101,588,543,0,
1111;0110;1010;0011,576,610,166,
1101;0010;1000;0111,0,576,0,
0001;1011;0011;1001,0,573,0,
1111;0000;0010;1101,0,607,0,
0011;1101;1100;0010,0,553,0,
1101;0010;0110;1001,0,557,0,
1000;1100;0100;0000,0,620,0,
1111;0100;0111;1100,0,600,0,
1100;1101;1010;1011,0,574,0,
1010;0100;0010;1100,0,610,0,
1101;1001;1011;1111,0,607,0,
0010;1110;1001;0101,0,608,0,
1110;0001;1100;0011,0,634,0,
0110;1100;1000;0010,0,591,0,
0110;1011;0010;1111,0,575,0,
1001;1000;1110;1111,0,533,0,
1110;1101;1011;1000,0,565,0,
0110;0011;0010;0111,0,592,0,
1101;0000;1001;0100,0,539,0,
0100;1110;0001;1011,0,575,0,
0101;1011;0010;1100,0,594,0,
1100;0111;0000;1011,0,626,0,
1001;0011;1000;0010,0,603,0,
1010;1110;1001;1101,0,598,0,
0111;1010;1011;0110,0,615,0,
1001;1111;0100;0010,0,559,0,
0001;1011;1100;0110,0,576,0,
1010;1110;0100;0000,0,551,0,
0001;1001;0111;1111,0,600,0,
1001;1100;0111;0010,0,605,0,
1011;0001;1101;0111,0,573,0,
0001;0111;0010;0100,0,599,0,
1110;0010;0100;1000,0,587,0,
1110;1000;0011;0101,0,562,0,
0011;0101;0111;0001,0,620,0,
0111;0101;1011;1001,0,573,0,
1100;1001;0100;0001,0,560,0,
0000;1110;1100;0010,0,618,0,
1100;1110;0101;0111,0,612,0,
1111;1101;1000;1010,0,598,0,
1100;1011;0011;0100,0,534,0,
0000;0110;0010;0100,0,619,0,
0000;1011;0110;1101,0,570,0,
1101;0000;1100;0001,0,601,0,
1001;0111;0000;1110,0,569,0,
0001;1100;0010;1111,0,580,0,
0001;0100;0011;0110,0,570,0,
1011;1110;0111;0010,0,568,0,
0101;0100;0001;0000,0,596,0,
0011;1110;1011;0110,0,576,0,
1100;1101;1001;1000,0,556,0,
1100;1101;0110;0111,0,599,0,
1111;0000;1110;0001,0,559,0,
1110;0001;1101;0010,0,584,0,
0111;0101;0100;0110,0,606,0,
0000;0011;0111;0100,0,588,0,
0100;1110;0101;1111,0,577,0,
1001;1010;1011;1000,0,594,0,
1101;0000;0101;1000,0,597,0,
0101;1010;0010;1101,0,596,0,
0011;0001;1010;1000,0,527,0,
0001;0100;1101;1000,0,572,0,
1000;1111;0101;0010,0,550,0,
0000;1111;1011;0100,0,605,0,
0011;1110;0000;1101,0,581,0,
0001;0110;1110;1001,0,615,0,
1000;1011;0011;0000,0,584,0,
0101;0011;0010;0100,0,581,0,
1101;1010;0110;0001,0,595,0,
0101;0011;1101;1011,0,606,0,
1110;0010;0011;1111,0,628,0,
1110;0110;0000;1000,0,599,0,
1111;1110;1100;1101,0,585,0,
0111;1000;1001;0110,0,583,0,
0110;0111;0001;0000,0,582,0,
1001;0101;1000;0100,0,609,0,
1100;1110;0110;0100,0,592,0,
1000;1011;1111;1100,0,581,0,
0000;1110;1011;0101,0,589,0,
0000;0001;1000;1001,0,613,0,
0101;1011;1000;0110,0,576,0,
1111;1000;0100;0011,0,563,0,
0010;0111;0000;0101,0,584,0,
1000;0101;1100;0001,0,595,0,
0010;1010;0001;1001,0,599,0,
1110;0001;0111;1000,0,564,0,
1010;1011;0100;0101,0,588,0,
0111;1111;0010;1010,0,593,0,
0110;1110;1101;0101,0,606,0,
1000;0011;0110;1101,0,609,0,
0100;1111;0110;1101,0,609,0,
1111;1011;0101;0001,0,628,0,
1000;0111;0100;1011,0,570,0,
1110;1010;0010;0110,0,564,0,
1011;0100;1001;0110,0,604,0,
1011;1110;1001;1100,0,607,0,
1010;0100;0001;1111,0,570,0,
1011;0111;0011;1111,0,586,0,
0101;1101;0100;1100,0,606,0,
0100;1101;0010;1011,0,588,0,
0100;1000;0110;1010,0,607,0,
0010;1010;0011;1011,0,572,0,
0001;0011;0010;0000,0,581,0,
0011;1101;0111;1001,0,606,0,
0110;1000;1111;0001,0,567,0,
0000;1000;0010;1010,0,579,0,
1011;0010;0001;1000,0,591,0,
1101;0111;1010;0000,0,610,0,
1011;0000;1010;0001,0,640,0,
1101;1111;0101;0111,0,594,0,
1001;0010;1011;0000,0,602,0,
1000;0111;1100;0011,0,582,0,
1110;1000;1010;1100,0,639,0,
0111;0101;1000;1010,0,591,0,
1010;0011;0100;1101,0,606,0,
1001;1010;0100;0111,0,576,0,
1111;0111;0000;1000,0,580,0,
1110;1010;1011;1111,0,578,0,
0100;1110;0111;1101,0,625,0,
0001;0010;0101;0110,0,595,0,
0001;1101;1111;0011,0,598,0,
1110;0100;1001;0011,0,570,0,
1110;0001;1010;0101,0,591,0,
0111;1010;0011;1110,0,575,0,
0001;1001;0101;1101,0,581,0,
1110;0110;0111;1111,0,608,0,
0001;0111;1010;1100,0,609,0,

10,FALSE,TRUE,FALSE
1111;1001;0110;0000,590,606,0,
1001;0101;0000;1100,572,572,149,
1010;0000;0011;1001,618,593,157,
1100;1001;1010;1111,560,547,120,
0101;0011;1010;1100,601,608,216,
1100;1010;0110;0000,612,591,145,
0101;1100;0110;1111,583,564,136,
0011;1001;0110;1100,599,571,220,
1001;0110;1010;0101,571,592,192,
0101;0110;0000;0011,584,630,164,
0000;1111;0011;1100,595,633,0,
0101;1111;1001;0011,571,590,134,
0000;1010;0101;1111,580,586,0,
1010;1111;0011;0110,580,593,136,
1000;0010;0111;1101,0,565,0,
0011;1011;1001;0001,0,576,0,
0000;1111;0010;1101,0,579,0,
1100;0011;1101;0010,0,584,0,
1101;1001;0110;0010,0,541,0,
0000;1000;1100;0100,0,530,0,
0100;1100;1111;0111,0,560,0,
1100;1010;1101;1011,0,595,0,
0100;1010;1100;0010,0,575,0,
1011;1101;1111;1001,0,556,0,
0101;1001;0010;1110,0,566,0,
0001;1110;0011;1100,0,581,0,
1100;0110;0010;1000,0,537,0,
1011;1111;0010;0110,0,583,0,
1111;1000;1110;1001,0,599,0,
1101;1110;1011;1000,0,577,0,
0110;0111;0011;0010,0,614,0,
0100;1001;1101;0000,0,569,0,
1011;0100;1110;0001,0,589,0,
0010;1011;0101;1100,0,613,0,
0111;0000;1100;1011,0,624,0,
0010;0011;1001;1000,0,616,0,
1010;0111;0110;1011,0,616,0,
1101;1110;1010;1001,0,566,0,
1100;1011;0001;0110,0,557,0,
0100;1111;1001;0010,0,546,0,
1010;0100;0000;1110,0,592,0,
0111;1001;1111;0001,0,554,0,
1100;0111;0010;1001,0,584,0,
1101;1011;0111;0001,0,616,0,
0001;0010;0100;0111,0,563,0,
1110;0010;0100;1000,0,618,0,
1110;0101;0011;1000,0,571,0,
0111;0101;0001;0011,0,594,0,
0111;1011;1001;0101,0,605,0,
1001;0001;1100;0100,0,555,0,
1100;1110;0010;0000,0,593,0,
1110;0111;1100;0101,0,590,0,
1010;1000;1111;1101,0,603,0,
0011;1100;0100;1011,0,624,0,
0010;0100;0110;0000,0,622,0,
0110;1011;1101;0000,0,560,0,
0000;0001;1100;1101,0,599,0,
1110;0000;0111;1001,0,591,0,
0010;1111;1100;0001,0,574,0,
0010;1110;0111;1011,0,638,0,
0110;0011;0001;0100,0,599,0,
0100;0000;0101;0001,0,611,0,
1110;0110;0011;1011,0,555,0,
1100;1001;1000;1101,0,584,0,
0110;1101;0111;1100,0,618,0,
0001;1111;1110;0000,0,591,0,
1110;0010;0001;1101,0,618,0,
0111;0110;0101;0100,0,579,0,
0100;0000;0111;0011,0,635,0,
0101;0100;1111;1110,0,568,0,
1000;1001;1010;1011,0,544,0,
1101;0101;0000;1000,0,589,0,
0101;1101;0010;1010,0,544,0,
0100;0001;1000;1101,0,576,0,
0011;1010;0001;1000,0,591,0,
1000;0010;0101;1111,0,599,0,
1101;0011;0000;1110,0,627,0,
0100;1011;0000;1111,0,637,0,
1001;1110;0110;0001,0,582,0,
1000;1011;0000;0011,0,601,0,
0011;0100;0101;0010,0,598,0,
0110;1010;1101;0001,0,588,0,
1011;1101;0101;0011,0,568,0,
0011;1111;1110;0010,0,573,0,
0000;0001;0110;0111,0,581,0,
0111;1001;0110;1000,0,578,0,
1111;1101;1110;1100,0,593,0,
0000;1000;1110;0110,0,586,0,
0101;1000;0100;1001,0,589,0,
0110;0100;1110;1100,0,562,0,
1100;1111;1000;1011,0,566,0,
1110;1011;0000;0101,0,540,0,
0000;1000;0001;1001,0,601,0,
1000;0101;0110;1011,0,583,0,
0011;0100;1111;1000,0,609,0,
0000;0010;0101;0111,0,570,0,
1100;0001;1000;0101,0,560,0,
1001;0010;0001;1010,0,585,0,
0001;1110;1000;0111,0,556,0,
1101;1110;0110;0101,0,607,0,
0100;1010;1011;0101,0,532,0,
1010;0010;0111;1111,0,568,0,
0011;1000;0110;1101,0,597,0,
0100;1101;0110;1111,0,581,0,
1011;1111;0101;0001,0,579,0,
1000;0100;0111;1011,0,600,0,
0110;1110;0010;1010,0,594,0,
1110;1001;1100;1011,0,607,0,
1001;0110;1011;0100,0,612,0,
0001;1111;1010;0100,0,552,0,
0101;1100;0100;1101,0,576,0,
0111;0011;1111;1011,0,582,0,
0100;1011;0010;1101,0,616,0,
0100;0110;1000;1010,0,569,0,
1010;0011;0010;1011,0,589,0,
0001;0011;0010;0000,0,667,0,
1111;0001;0110;1000,0,576,0,
0111;0011;1001;1101,0,592,0,
1000;0010;0000;1010,0,624,0,
0001;1011;0010;1000,0,590,0,
0000;0111;1010;1101,0,608,0,
1010;0001;1011;0000,0,579,0,
1101;0111;1111;0101,0,603,0,
0010;1011;0000;1001,0,594,0,
0011;0111;1000;1100,0,588,0,
1110;1100;1000;1010,0,619,0,
0111;1000;1010;0101,0,576,0,
1101;1010;0100;0011,0,583,0,
1010;0100;0111;1001,0,609,0,
1111;0000;1000;0111,0,581,0,
1010;1110;1011;1111,0,589,0,
0001;1101;1111;0011,0,591,0,
0001;0110;0101;0010,0,579,0,
0111;1101;1110;0100,0,578,0,
0011;1110;0100;1001,0,612,0,
0111;1010;0011;1110,0,568,0,
0001;1010;0101;1110,0,610,0,
1101;0101;1001;0001,0,566,0,
0111;1110;0110;1111,0,581,0,
1010;0111;0001;1100,0,589,0,

11,FALSE,TRUE,FALSE
0000;1100;1001;0101,582,577,148,
1111;1001;0110;0000,572,572,0,
1001;1100;1010;1111,554,535,126,
1010;0000;1001;0011,579,622,160,
1010;0011;0101;1100,640,650,232,
1111;1100;0110;0101,561,567,147,
0110;1010;1100;0000,579,574,151,
0011;0110;1001;1100,578,599,204,
0101;0110;1010;1001,587,556,178,
1111;0000;1100;0011,568,531,0,
0011;0110;0000;0101,574,541,123,
1001;0101;1111;0011,549,543,123,
0000;1010;0101;1111,587,573,0,
0110;0011;1111;1010,546,565,147,
1101;0010;1000;0111,0,596,0,
0001;1001;0011;1011,0,566,0,
1101;0010;0000;1111,0,591,0,
1101;0010;1100;0011,0,601,0,
0000;1000;0100;1100,0,575,0,
1001;0110;0010;1101,0,600,0,
0111;1111;0100;1100,0,617,0,
1100;1010;1101;1011,0,603,0,
1010;0010;0100;1100,0,612,0,
1110;0010;0101;1001,0,565,0,
1011;1101;1111;1001,0,635,0,
1110;1100;0001;0011,0,600,0,
0010;1100;1000;0110,0,606,0,
1111;0110;0010;1011,0,564,0,
1110;1000;1111;1001,0,557,0,
1101;1110;1011;1000,0,642,0,
0010;0011;0110;0111,0,610,0,
0000;1001;0100;1101,0,583,0,
0001;1110;0100;1011,0,592,0,
1011;0101;0010;1100,0,561,0,
0000;0111;1100;1011,0,629,0,
1001;0011;0010;1000,0,560,0,
0110;1010;1011;0111,0,580,0,
1001;1010;1110;1101,0,572,0,
0110;0001;1011;1100,0,563,0,
0000;0100;1110;1010,0,592,0,
0100;1111;0010;1001,0,614,0,
0111;1111;0001;1001,0,573,0,
1100;0111;0010;1001,0,619,0,
0001;1101;0111;1011,0,568,0,
0111;0100;0010;0001,0,619,0,
0010;0100;1000;1110,0,590,0,
1110;1000;0011;0101,0,588,0,
0111;0101;0001;0011,0,572,0,
1011;0101;0111;1001,0,617,0,
1100;0001;1001;0100,0,585,0,
1100;0010;0000;1110,0,591,0,
0101;1100;0111;1110,0,644,0,
1010;1111;1000;1101,0,582,0,
1100;0011;1011;0100,0,595,0,
1101;0110;1011;0000,0,582,0,
0110;0100;0000;0010,0,586,0,
0000;1100;1101;0001,0,664,0,
0000;0111;1001;1110,0,578,0,
1111;0010;1100;0001,0,522,0,
1110;1011;0111;0010,0,568,0,
0001;0011;0100;0110,0,599,0,
0101;0001;0000;0100,0,608,0,
1110;0110;0011;1011,0,568,0,
1001;1100;1101;1000,0,591,0,
1101;0111;0110;1100,0,584,0,
0000;1111;1110;0001,0,608,0,
0010;0001;1110;1101,0,564,0,
0101;0100;0110;0111,0,593,0,
0100;0000;0011;0111,0,615,0,
1111;0100;0101;1110,0,607,0,
1011;1000;1001;1010,0,611,0,
0000;0101;1101;1000,0,600,0,
0010;1101;1010;0101,0,621,0,
1000;1010;0011;0001,0,563,0,
0001;1101;0100;1000,0,589,0,
0101;0010;1111;1000,0,619,0,
1101;0011;1110;0000,0,616,0,
1111;0100;1011;0000,0,543,0,
1110;0001;1001;0110,0,604,0,
0011;1011;0000;1000,0,597,0,
0101;0010;0100;0011,0,631,0,
1010;0110;0001;1101,0,581,0,
1101;0101;1011;0011,0,615,0,
1111;0011;1110;0010,0,633,0,
1000;0000;1110;0110,0,586,0,
0110;1001;1000;0111,0,588,0,
1111;1110;1101;1100,0,560,0,
0111;0000;0110;0001,0,536,0,
0101;1000;1001;0100,0,581,0,
1110;0100;1100;0110,0,605,0,
1011;1100;1000;1111,0,592,0,
1110;1011;0000;0101,0,623,0,
0000;1000;1001;0001,0,571,0,
0101;1011;0110;1000,0,573,0,
1000;0100;1111;0011,0,573,0,
0000;0111;0101;0010,0,589,0,
0001;0101;1000;1100,0,594,0,
0001;1001;0010;1010,0,556,0,
1110;1000;0001;0111,0,590,0,
0100;1011;0101;1010,0,530,0,
0111;1010;1111;0010,0,561,0,
0110;1101;1110;0101,0,574,0,
0011;1000;0110;1101,0,564,0,
1111;1101;0110;0100,0,577,0,
1011;0101;0001;1111,0,557,0,
0111;1011;0100;1000,0,599,0,
1010;0010;0110;1110,0,560,0,
1001;1110;1011;1100,0,605,0,
1011;0110;1001;0100,0,581,0,
1111;0001;1010;0100,0,590,0,
1011;0011;1111;0111,0,569,0,
0100;1101;0101;1100,0,588,0,
0010;1011;0100;1101,0,586,0,
1000;1010;0110;0100,0,601,0,
0011;0010;1011;1010,0,604,0,
0011;0000;0010;0001,0,601,0,
0110;1111;1000;0001,0,573,0,
1101;0111;0011;1001,0,572,0,
0010;1000;1010;0000,0,583,0,
0001;0010;1011;1000,0,588,0,
0111;1010;0000;1101,0,592,0,
1011;1010;0000;0001,0,555,0,
0111;1111;1101;0101,0,550,0,
1011;1001;0000;0010,0,596,0,
0111;1100;0011;1000,0,554,0,
1000;1110;1100;1010,0,553,0,
1000;0111;1010;0101,0,606,0,
0011;1010;1101;0100,0,639,0,
1001;1010;0111;0100,0,623,0,
0111;0000;1111;1000,0,604,0,
1111;1011;1010;1110,0,594,0,
0001;1101;1111;0011,0,571,0,
0010;0110;0101;0001,0,559,0,
0111;0100;1110;1101,0,604,0,
0100;1001;1110;0011,0,623,0,
1010;0001;1110;0101,0,578,0,
0011;1010;1110;0111,0,624,0,
1101;1001;0001;0101,0,541,0,
1110;0111;1111;0110,0,611,0,
0001;1010;0111;1100,0,570,0,

3,FALSE,FALSE,TRUE

4,FALSE,FALSE,TRUE
0101;1100;0000;1001,844,844,844,
0000;0110;0101;0011,869,869,869,
0011;0000;1001;1010,797,797,797,
0110;1100;1010;0000,868,868,868,

5,FALSE,FALSE,TRUE
1001;0011;0110;1100,353,353,353,
1100;1001;0000;0101,372,372,372,
1001;0110;0101;1010,379,379,379,
0000;0101;0011;0110,380,380,380,
1001;0011;0101;1111,329,329,329,
0011;0000;1010;1001,332,332,332,
1111;1100;1010;1001,328,328,328,
1010;0011;1100;0101,377,377,377,
1100;1010;0110;0000,349,349,349,
0110;1111;1100;0101,339,339,339,
1010;0011;1111;0110,314,314,314,

6,FALSE,FALSE,TRUE
